symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
2330.TW,Taiwan Semiconductor Manufacturing Company Limited ,Taiwan,Semiconductors,421196,71486,25932,25932099584,TWD,"[]"
005930.KO,Samsung Electronics Co. Ltd. ,South Korea,Technology Hardware Storage and Peripherals,334447,205756,6793,5969780224,KRW,"[]"
7203.TSE,Toyota Motor Corporation ,Japan,Automobile Manufacturers,244976,271190,13522,13522100224,JPY,"[]"
8306.TSE,Mitsubishi UFJ Financial Group Inc. ,Japan,Diversified Banks,104451,41081,12024,12024200192,JPY,"[]"
9432.TSE,Nippon Telegraph and Telephone Corporation ,Japan,Integrated Telecommunication Services,102204,91146,85235,85123497984,JPY,"[]"
6758.TSE,Sony Group Corporation ,Japan,Consumer Electronics,100937,84889,1233,1233250048,JPY,"[consumer-50]"
6861.TSE,Keyence Corporation ,Japan,Electronic Equipment and Instruments,89905,6739,243,242526000,JPY,"[tech-100]"
373220.KO,LG Energy Solution Ltd. ,South Korea,Electrical Components and Equipment,82288,25592,234,234000000,KRW,"[]"
8058.TSE,Mitsubishi Corporation ,Japan,Trading Companies and Distributors,67833,144304,1397,1404120064,JPY,"[]"
8316.TSE,Sumitomo Mitsui Financial Group Inc. ,Japan,Diversified Banks,66953,24998,1334,1333629952,JPY,"[]"
9983.TSE,Fast Retailing Co. Ltd. ,Japan,Apparel Retail,66785,19178,307,306652000,JPY,"[consumer-50]"
9433.TSE,KDDI Corporation ,Japan,Wireless Telecommunication Services,66107,39096,2157,2157370112,JPY,"[]"
8035.TSE,Tokyo Electron Limited ,Japan,Semiconductor Materials and Equipment,61766,14712,463,464271008,JPY,"[tech-100,semiconductors-25]"
9984.TSE,SoftBank Group Corp. ,Japan,Wireless Telecommunication Services,61731,45343,1464,1465549952,JPY,"[]"
6501.TSE,Hitachi Ltd. ,Japan,Industrial Conglomerates,59975,73547,929,928851968,JPY,"[]"
000660.KO,SK hynix Inc. ,South Korea,Semiconductors,58243,23574,688,708243008,KRW,"[]"
4063.TSE,Shin-Etsu Chemical Co. Ltd. ,Japan,Specialty Chemicals,58056,19029,2008,2007840000,JPY,"[]"
7267.TSE,Honda Motor Co. Ltd. ,Japan,Automobile Manufacturers,56832,122441,4905,4908149760,JPY,"[]"
8031.TSE,Mitsui & Co. Ltd. ,Japan,Trading Companies and Distributors,54188,94996,1462,1511440000,JPY,"[]"
9434.TSE,SoftBank Corp. ,Japan,Wireless Telecommunication Services,54098,41357,4736,4735810048,JPY,"[]"
8001.TSE,ITOCHU Corporation ,Japan,Trading Companies and Distributors,53926,96249,1453,1454669952,JPY,"[]"
4661.TSE,Oriental Land Co. Ltd. ,Japan,Leisure Facilities,53794,3635,1638,1638089984,JPY,"[consumer-50]"
4568.TSE,Daiichi Sankyo Company Limited ,Japan,Pharmaceuticals,53773,9330,1917,1917340032,JPY,"[]"
4519.TSE,Chugai Pharmaceutical Co. Ltd. ,Japan,Pharmaceuticals,50857,8600,1645,1644320000,JPY,"[]"
6902.TSE,DENSO Corporation ,Japan,Automotive Parts and Equipment,50215,46334,2995,2995520000,JPY,"[]"
6098.TSE,Recruit Holdings Co. Ltd. ,Japan,Human Resource and Employment Services,48633,23773,1582,1566429952,JPY,"[]"
4502.TSE,Takeda Pharmaceutical Company Limited ,Japan,Pharmaceuticals,48626,28451,1555,1554589952,JPY,"[]"
7974.TSE,Nintendo Co. Ltd. ,Japan,Interactive Home Entertainment,47952,12142,1164,1164230016,JPY,"[consumer-50]"
8766.TSE,Tokio Marine Holdings Inc. ,Japan,Property and Casualty Insurance,47038,47154,1983,1978569984,JPY,"[]"
6367.TSE,Daikin IndustriesLtd. ,Japan,Building Products,45948,28416,293,292724992,JPY,"[]"
8411.TSE,Mizuho Financial Group Inc. ,Japan,Diversified Banks,44098,19131,2535,2534789888,JPY,"[]"
2317.TW,Hon Hai Precision Industry Co. Ltd. ,Taiwan,Electronic Manufacturing Services,42526,207790,13167,13861499904,TWD,"[tech-100]"
2914.TSE,Japan Tobacco Inc. ,Japan,Tobacco,41202,19254,1775,1774850048,JPY,"[consumer-50]"
2454.TW,MediaTek Inc. ,Taiwan,Semiconductors,36333,14250,1592,1591709952,TWD,"[]"
7741.TSE,HOYA Corporation ,Japan,Health Care Supplies,35788,5019,352,352152992,JPY,"[]"
207940.KO,Samsung Biologics Co.Ltd. ,South Korea,Life Sciences Tools and Services,35771,2601,71,71174000,KRW,"[]"
3382.TSE,Seven & i Holdings Co. Ltd. ,Japan,Food Retail,35268,85992,883,883225024,JPY,"[consumer-50]"
6981.TSE,Murata Manufacturing Co. Ltd. ,Japan,Electronic Components,33960,11190,1889,1889170048,JPY,"[tech-100]"
7182.TSE,JAPAN POST BANK Co. Ltd. ,Japan,Diversified Banks,32139,11226,3616,3617530112,JPY,"[]"
005380.KO,Hyundai Motor Company ,South Korea,Automobile Manufacturers,30313,118639,225,202876000,KRW,"[]"
005490.KO,POSCO Holdings Inc. ,South Korea,Steel,29958,60668,76,75876200,KRW,"[]"
6273.TSE,SMC Corporation ,Japan,Industrial Machinery and Supplies and Components,28820,5619,65,64500600,JPY,"[]"
2382.TW,Quanta Computer Inc. ,Taiwan,Technology Hardware Storage and Peripherals,28670,39122,3855,3854520064,TWD,"[]"
2412.TW,Chunghwa Telecom Co. Ltd. ,Taiwan,Integrated Telecommunication Services,27946,7080,7757,7757450240,TWD,"[]"
051910.KO,LG Chem Ltd. ,South Korea,Commodity Chemicals,27635,43321,78,70592304,KRW,"[]"
6178.TSE,Japan Post Holdings Co. Ltd. ,Japan,Life and Health Insurance,27449,77556,3358,3339209984,JPY,"[]"
5108.TSE,Bridgestone Corporation ,Japan,Tires and Rubber,27148,29916,685,684353024,JPY,"[]"
6752.TSE,Panasonic Holdings Corporation ,Japan,Consumer Electronics,27131,58338,2334,2334309888,JPY,"[consumer-50]"
8002.TSE,Marubeni Corporation ,Japan,Trading Companies and Distributors,27024,57405,1683,1683170048,JPY,"[]"
6301.TSE,Komatsu Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,26454,25447,946,945953984,JPY,"[]"
6723.TSE,Renesas Electronics Corporation ,Japan,Semiconductors,26402,10416,1765,1765200000,JPY,"[]"
6503.TSE,Mitsubishi Electric Corporation ,Japan,Heavy Electrical Equipment,26293,35663,2101,2102850048,JPY,"[]"
6594.TSE,Nidec Corporation ,Japan,Electrical Components and Equipment,26271,15690,575,575072000,JPY,"[]"
2308.TW,Delta Electronics Inc. ,Taiwan,Electronic Components,26177,13004,2598,2597540096,TWD,"[tech-100]"
8053.TSE,Sumitomo Corporation ,Japan,Trading Companies and Distributors,25195,47543,1222,1221580032,JPY,"[]"
4503.TSE,Astellas Pharma Inc. ,Japan,Pharmaceuticals,25080,10456,1793,1796760064,JPY,"[]"
006400.KO,Samsung SDI Co. Ltd. ,South Korea,Electronic Components,24984,17106,67,65433100,KRW,"[tech-100]"
6201.TSE,Toyota Industries Corporation ,Japan,Construction Machinery and Heavy Transportation Equipment,24746,24274,311,310479008,JPY,"[]"
6954.TSE,Fanuc Corporation ,Japan,Industrial Machinery and Supplies and Components,24671,5825,953,952977984,JPY,"[]"
2881.TW,Fubon Financial Holding Co. Ltd. ,Taiwan,Life and Health Insurance,24535,21715,13015,13015000064,TWD,"[]"
9022.TSE,Central Japan Railway Company ,Japan,Rail Transportation,24237,10278,984,983996032,JPY,"[]"
7751.TSE,Canon Inc. ,Japan,Technology Hardware Storage and Peripherals,24025,28670,979,987801024,JPY,"[]"
6505.TW,Formosa Petrochemical Corporation ,Taiwan,Oil and Gas Refining and Marketing,23845,24616,9526,9525959680,TWD,"[]"
000270.KO,Kia Corporation ,South Korea,Automobile Manufacturers,23734,73086,395,395081984,KRW,"[]"
4901.TSE,FUJIFILM Holdings Corporation ,Japan,Technology Hardware Storage and Peripherals,23234,20016,401,401097984,JPY,"[]"
6702.TSE,Fujitsu Limited ,Japan,IT Consulting and Other Services,22685,25553,188,188447008,JPY,"[]"
5401.TSE,Nippon Steel Corporation ,Japan,Steel,22440,57103,921,920840000,JPY,"[]"
035420.KO,NAVER Corporation ,South Korea,Interactive Media and Services,22359,6847,150,150564000,KRW,"[consumer-50,entertainment-100]"
8591.TSE,ORIX Corporation ,Japan,Diversified Financial Services,21996,18574,1163,1162989952,JPY,"[]"
9020.TSE,East Japan Railway Company ,Japan,Rail Transportation,21668,17135,377,376639008,JPY,"[]"
8113.TSE,Unicharm Corporation ,Japan,Household Products,21043,6435,590,590345024,JPY,"[consumer-50]"
8015.TSE,Toyota Tsusho Corporation ,Japan,Trading Companies and Distributors,20992,69258,352,351864992,JPY,"[]"
8801.TSE,Mitsui Fudosan Co. Ltd. ,Japan,Diversified Real Estate Activities,20781,15588,934,933502976,JPY,"[]"
003670.KO,Posco Future M Co. Ltd. ,South Korea,Electrical Components and Equipment,20537,3160,77,77419504,KRW,"[]"
4689.TSE,Z Holdings Corporation ,Japan,Interactive Media and Services,20482,11843,7498,7531740160,JPY,"[consumer-50,entertainment-100]"
8750.TSE,Dai-ichi Life Holdings Inc. ,Japan,Life and Health Insurance,20407,65153,983,983360000,JPY,"[]"
1605.TSE,Inpex Corporation ,Japan,Oil and Gas Exploration and Production,20312,15942,1306,1297280000,JPY,"[]"
2882.TW,Cathay Financial Holding Co. Ltd. ,Taiwan,Life and Health Insurance,20296,20965,14669,14669200384,TWD,"[]"
8725.TSE,MS&AD Insurance Group Holdings Inc. ,Japan,Property and Casualty Insurance,20148,41014,530,532164000,JPY,"[]"
6857.TSE,Advantest Corporation ,Japan,Semiconductor Materials and Equipment,20061,3635,738,736856000,JPY,"[tech-100,semiconductors-25]"
2802.TSE,Ajinomoto Co. Inc. ,Japan,Packaged Foods and Meats,19743,9524,520,520132000,JPY,"[]"
4543.TSE,Terumo Corporation ,Japan,Health Care Equipment,19584,5797,745,744702976,JPY,"[]"
7269.TSE,Suzuki Motor Corporation ,Japan,Automobile Manufacturers,19563,33110,482,482848992,JPY,"[]"
4578.TSE,Otsuka Holdings Co. Ltd. ,Japan,Pharmaceuticals,19387,12942,543,542633984,JPY,"[]"
6146.TSE,Disco Corporation ,Japan,Semiconductor Materials and Equipment,19354,1925,108,108302000,JPY,"[tech-100,semiconductors-25]"
7011.TSE,Mitsubishi Heavy Industries Ltd. ,Japan,Industrial Machinery and Supplies and Components,19110,29847,336,335704992,JPY,"[]"
2502.TSE,Asahi Group Holdings Ltd. ,Japan,Brewers,19064,18071,507,506672992,JPY,"[consumer-50]"
9613.TSE,NTT DATA Group Corporation ,Japan,IT Consulting and Other Services,18904,26474,1402,1402489984,JPY,"[]"
247540.KQ,Ecopro BM. Co. Ltd. ,South Korea,Electrical Components and Equipment,18234,5638,98,20361400,KRW,"[]"
7201.TSE,Nissan Motor Co. Ltd. ,Japan,Automobile Manufacturers,17871,78688,3915,3917360128,JPY,"[]"
6971.TSE,Kyocera Corporation ,Japan,Electronic Components,17773,13921,353,352615008,JPY,"[tech-100]"
1925.TSE,Daiwa House Industry Co. Ltd. ,Japan,Diversified Real Estate Activities,17739,35377,657,657132992,JPY,"[]"
6326.TSE,Kubota Corporation ,Japan,Agricultural and Farm Machinery,17606,20323,1177,1181069952,JPY,"[]"
2303.TW,United Microelectronics Corporation ,Taiwan,Semiconductors,17551,8141,12503,12503000064,TWD,"[]"
086520.KQ,Ecopro Co. Ltd. ,South Korea,Commodity Chemicals,17520,5929,26,22090200,KRW,"[]"
4452.TSE,Kao Corporation ,Japan,Personal Care Products,17398,10760,465,464833984,JPY,"[consumer-50]"
8267.TSE,Aeon Co. Ltd. ,Japan,Consumer Staples Merchandise Retail,17181,66122,855,854844992,JPY,"[consumer-50]"
8802.TSE,Mitsubishi Estate Co. Ltd. ,Japan,Diversified Real Estate Activities,16733,9440,1277,1276940032,JPY,"[]"
2886.TW,Mega Financial Holding Co. Ltd. ,Taiwan,Diversified Banks,16452,1926,14051,14051300352,TWD,"[]"
1303.TW,Nan Ya Plastics Corporation ,Taiwan,Commodity Chemicals,16404,9236,7931,7930820096,TWD,"[]"
7733.TSE,Olympus Corporation ,Japan,Health Care Equipment,16229,6056,1228,1231090048,JPY,"[]"
012330.KO,Hyundai Mobis Co.Ltd ,South Korea,Automotive Parts and Equipment,16171,44524,91,91110200,KRW,"[]"
4612.TSE,Nippon Paint Holdings Co. Ltd. ,Japan,Specialty Chemicals,16046,9544,2349,2348430080,JPY,"[]"
4523.TSE,Eisai Co. Ltd. ,Japan,Pharmaceuticals,15991,5236,287,286793984,JPY,"[]"
4307.TSE,Nomura Research Institute Ltd. ,Japan,IT Consulting and Other Services,15861,4851,588,585262976,JPY,"[]"
1301.TW,Formosa Plastics Corporation ,Taiwan,Commodity Chemicals,15776,6653,6366,6365740032,TWD,"[]"
105560.KO,KB Financial Group Inc. ,South Korea,Diversified Banks,15682,10710,384,384248000,KRW,"[]"
3659.TSE,NEXON Co. Ltd. ,Japan,Interactive Home Entertainment,14990,2746,854,855382016,JPY,"[consumer-50]"
2891.TW,CTBC Financial Holding Co. Ltd. ,Taiwan,Diversified Banks,14901,10435,19584,19583600640,TWD,"[]"
7270.TSE,Subaru Corporation ,Japan,Automobile Manufacturers,14852,27821,758,755513024,JPY,"[]"
8630.TSE,Sompo Holdings Inc. ,Japan,Property and Casualty Insurance,14722,32775,329,329947008,JPY,"[]"
6701.TSE,NEC Corporation ,Japan,IT Consulting and Other Services,14654,23238,267,266348000,JPY,"[]"
3711.TW,ASE Technology Holding Co. Ltd. ,Taiwan,Semiconductors,14634,20315,4303,4303490048,TWD,"[]"
068270.KO,Celltrion Inc. ,South Korea,Biotechnology,14615,1729,142,141934000,KRW,"[]"
9735.TSE,SECOM CO. LTD. ,Japan,Security and Alarm Services,14584,7748,213,212276000,JPY,"[]"
035720.KO,Kakao Corp. ,South Korea,Interactive Media and Services,14197,5630,438,444983008,KRW,"[consumer-50,entertainment-100]"
6920.TSE,Lasertec Corporation ,Japan,Semiconductor Materials and Equipment,14092,1057,90,90183800,JPY,"[tech-100,semiconductors-25]"
4911.TSE,Shiseido Company Limited ,Japan,Personal Care Products,14092,7388,400,399548000,JPY,"[consumer-50]"
8309.TSE,Sumitomo Mitsui Trust Holdings Inc. ,Japan,Diversified Banks,14034,7886,363,363712992,JPY,"[]"
6762.TSE,TDK Corporation ,Japan,Electronic Components,13759,15034,379,379281984,JPY,"[tech-100]"
4684.TSE,OBIC Co.Ltd. ,Japan,IT Consulting and Other Services,13608,714,89,88680096,JPY,"[]"
7832.TSE,BANDAI NAMCO Holdings Inc. ,Japan,Leisure Products,13575,6907,660,660049984,JPY,"[consumer-50]"
055550.KO,Shinhan Financial Group Co. Ltd. ,South Korea,Diversified Banks,13544,20150,516,515504000,KRW,"[]"
9101.TSE,Nippon Yusen Kabushiki Kaisha ,Japan,Marine Transportation,13391,17364,496,496276992,JPY,"[]"
8308.TSE,Resona Holdings Inc. ,Japan,Regional Banks,13320,5432,2348,2347849984,JPY,"[]"
6502.TSE,Toshiba Corporation ,Japan,Industrial Conglomerates,13271,23279,430,432886016,JPY,"[]"
1928.TSE,Sekisui House Ltd. ,Japan,Homebuilding,13130,20879,650,649852032,JPY,"[]"
4507.TSE,Shionogi & Co. Ltd. ,Japan,Pharmaceuticals,13094,3210,292,295571008,JPY,"[]"
9503.TSE,The Kansai Electric Power Company Incorporated ,Japan,Electric Utilities,13044,28709,893,892483968,JPY,"[]"
028260.KO,Samsung C&T Corporation ,South Korea,Industrial Conglomerates,12867,32442,162,162168992,KRW,"[]"
066570.KO,LG Electronics Inc. ,South Korea,Consumer Electronics,12702,63359,180,162884992,KRW,"[consumer-50]"
9843.TSE,Nitori Holdings Co. Ltd. ,Japan,Homefurnishing Retail,12647,6113,113,113012000,JPY,"[consumer-50]"
8421.TSE,Shinkin Central Bank ,Japan,Specialized Finance,12418,1791,7,708222,JPY,"[]"
8604.TSE,Nomura Holdings Inc. ,Japan,Investment Banking and Brokerage,12395,9562,3031,3031099904,JPY,"[]"
8830.TSE,Sumitomo Realty & Development Co. Ltd. ,Japan,Diversified Real Estate Activities,12394,6567,474,473939008,JPY,"[]"
1216.TW,Uni-President Enterprises Corp. ,Taiwan,Packaged Foods and Meats,12370,17290,5682,5682019840,TWD,"[]"
5020.TSE,ENEOS Holdings Inc. ,Japan,Oil and Gas Refining and Marketing,12245,101530,3015,3014569984,JPY,"[]"
2413.TSE,M3 Inc. ,Japan,Health Care Technology,12230,1599,679,678942976,JPY,"[]"
2884.TW,E.SUN Financial Holding Company Ltd. ,Taiwan,Diversified Banks,11797,1887,15664,15646100480,TWD,"[]"
2503.TSE,Kirin Holdings Company Limited ,Japan,Brewers,11506,14128,810,811793024,JPY,"[consumer-50]"
2892.TW,First Financial Holding Co. Ltd. ,Taiwan,Diversified Banks,11230,2023,13620,13620100096,TWD,"[]"
9104.TSE,Mitsui O.S.K. Lines Ltd. ,Japan,Marine Transportation,10514,11221,362,361851008,JPY,"[]"
4091.TSE,Nippon Sanso Holdings Corporation ,Japan,Industrial Gases,10337,8435,433,432860992,JPY,"[]"
9021.TSE,West Japan Railway Company ,Japan,Rail Transportation,10267,10151,244,243686000,JPY,"[]"
9502.TSE,Chubu Electric Power Company Incorporated ,Japan,Electric Utilities,10168,28484,756,756140992,JPY,"[]"
6869.TSE,Sysmex Corporation ,Japan,Health Care Equipment,9984,2904,209,209304000,JPY,"[]"
7202.TSE,Isuzu Motors Limited ,Japan,Automobile Manufacturers,9964,22705,775,775177984,JPY,"[]"
2885.TW,Yuanta Financial Holding Co. Ltd. ,Taiwan,Diversified Financial Services,9872,4269,12689,12689099776,TWD,"[]"
8593.TSE,Mitsubishi HC Capital Inc. ,Japan,Specialized Finance,9847,13229,1436,1436189952,JPY,"[]"
8697.TSE,Japan Exchange Group Inc. ,Japan,Financial Exchanges and Data,9719,950,520,520193984,JPY,"[]"
096770.KO,SK Innovation Co. Ltd. ,South Korea,Oil and Gas Refining and Marketing,9655,60558,88,95214400,KRW,"[]"
5802.TSE,Sumitomo Electric Industries Ltd. ,Japan,Automotive Parts and Equipment,9578,28513,780,779873024,JPY,"[]"
2587.TSE,Suntory Beverage & Food Limited ,Japan,Soft Drinks and Non-alcoholic Beverages,9543,10517,309,309000000,JPY,"[consumer-50]"
4151.TSE,Kyowa Kirin Co. Ltd. ,Japan,Pharmaceuticals,9508,2852,538,537606976,JPY,"[]"
9531.TSE,Tokyo Gas Co.Ltd. ,Japan,Gas Utilities,9501,23027,421,416508000,JPY,"[]"
6506.TSE,YASKAWA Electric Corporation ,Japan,Industrial Machinery and Supplies and Components,9418,4138,262,261470000,JPY,"[]"
4528.TSE,Ono Pharmaceutical Co. Ltd. ,Japan,Pharmaceuticals,9409,3185,488,480607008,JPY,"[]"
6988.TSE,Nitto Denko Corporation ,Japan,Specialty Chemicals,9396,6371,143,142552000,JPY,"[]"
032830.KO,Samsung Life Insurance Co. Ltd. ,South Korea,Life and Health Insurance,9317,25544,180,179575008,KRW,"[]"
8795.TSE,T&D Holdings Inc. ,Japan,Life and Health Insurance,9267,15271,542,541307008,JPY,"[]"
2395.TW,Advantech Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,9179,2253,857,856240000,TWD,"[]"
5411.TSE,JFE Holdings Inc. ,Japan,Steel,9134,36500,606,580944000,JPY,"[]"
4188.TSE,Mitsubishi Chemical Group Corporation ,Japan,Diversified Chemicals,9104,31741,1421,1422099968,JPY,"[]"
086790.KO,Hana Financial Group Inc. ,South Korea,Diversified Banks,9023,19214,288,288016992,KRW,"[]"
047050.KO,Posco International Corporation ,South Korea,Trading Companies and Distributors,8966,25955,170,170154000,KRW,"[]"
3231.TW,Wistron Corporation ,Taiwan,Technology Hardware Storage and Peripherals,8956,29948,2841,2847859968,TWD,"[]"
3407.TSE,Asahi Kasei Corporation ,Japan,Commodity Chemicals,8852,18721,1386,1386070016,JPY,"[]"
3008.TW,LARGAN Precision Co.Ltd ,Taiwan,Electronic Components,8850,1450,134,133468000,TWD,"[tech-100]"
7272.TSE,Yamaha Motor Co. Ltd. ,Japan,Motorcycle Manufacturers,8833,16640,331,330548000,JPY,"[consumer-50]"
6645.TSE,OMRON Corporation ,Japan,Electronic Components,8737,6191,197,197444992,JPY,"[tech-100]"
4755.TSE,Rakuten Group Inc. ,Japan,Broadline Retail,8737,13882,2140,2139100032,JPY,"[consumer-50]"
2301.TW,Lite-On Technology Corporation ,Taiwan,Technology Hardware Storage and Peripherals,8702,5157,2306,2244110080,TWD,"[]"
2880.TW,Hua Nan Financial Holdings Co. Ltd. ,Taiwan,Diversified Banks,8686,1738,13643,13642699776,TWD,"[]"
9201.TSE,Japan Airlines Co. Ltd. ,Japan,Passenger Airlines,8580,10292,437,437007008,JPY,"[consumer-50]"
2345.TW,Accton Technology Corporation ,Taiwan,Communications Equipment,8543,2650,558,557948992,TWD,"[tech-100]"
015760.KO,Korea Electric Power Corporation ,South Korea,Electric Utilities,8537,61107,642,641964032,KRW,"[]"
2912.TW,President Chain Store Corporation ,Taiwan,Food Retail,8475,9776,1040,1039619968,TWD,"[consumer-50]"
2357.TW,ASUSTeK Computer Inc. ,Taiwan,Technology Hardware Storage and Peripherals,8466,16008,743,742760000,TWD,"[]"
2897.TSE,Nissin Foods Holdings Co.Ltd. ,Japan,Packaged Foods and Meats,8465,4748,101,101346000,JPY,"[]"
3402.TSE,Toray Industries Inc. ,Japan,Commodity Chemicals,8447,17025,1602,1601020032,JPY,"[]"
8601.TSE,Daiwa Securities Group Inc. ,Japan,Investment Banking and Brokerage,8446,6817,1445,1446579968,JPY,"[]"
017670.KO,SK Telecom Co. Ltd. ,South Korea,Wireless Telecommunication Services,8384,13224,219,218472992,KRW,"[]"
9107.TSE,Kawasaki Kisen Kaisha Ltd. ,Japan,Marine Transportation,8334,6476,233,240395008,JPY,"[]"
3045.TW,Taiwan Mobile Co. Ltd. ,Taiwan,Wireless Telecommunication Services,8286,5699,2821,2820480000,TWD,"[]"
9042.TSE,Hankyu Hanshin Holdings Inc. ,Japan,Rail Transportation,8275,6811,241,242056000,JPY,"[]"
323410.KO,KakaoBank Corp. ,South Korea,Diversified Banks,8216,928,477,476235008,KRW,"[]"
3037.TW,Unimicron Technology Corp. ,Taiwan,Electronic Components,8211,4041,1524,1523869952,TWD,"[tech-100]"
138040.KO,Meritz Financial Group Inc. ,South Korea,Diversified Financial Services,8157,13729,200,192250000,KRW,"[]"
5713.TSE,Sumitomo Metal Mining Co. Ltd. ,Japan,Diversified Metals and Mining,8157,9922,275,274763008,JPY,"[]"
9143.TSE,SG Holdings Co.Ltd. ,Japan,Air Freight and Logistics,8123,9449,626,628348032,JPY,"[]"
6669.TW,Wiwynn Corporation ,Taiwan,Technology Hardware Storage and Peripherals,8118,9550,175,174840992,TWD,"[]"
4768.TSE,Otsuka Corporation ,Japan,IT Consulting and Other Services,8035,6479,190,189600992,JPY,"[]"
3034.TW,Novatek Microelectronics Corp. ,Taiwan,Semiconductors,7994,3091,609,608512000,TWD,"[]"
329180.KO,Hd Hyundai Heavy Industries Co. Ltd. ,South Korea,Construction Machinery and Heavy Transportation Equipment,7940,8029,89,88773104,KRW,"[]"
7911.TSE,Toppan Inc. ,Japan,Commercial Printing,7891,11312,325,323899008,JPY,"[]"
034020.KO,Doosan Enerbility Co. Ltd. ,South Korea,Heavy Electrical Equipment,7766,13031,641,640465024,KRW,"[]"
5201.TSE,AGC Inc. ,Japan,Building Products,7495,14129,212,212464000,JPY,"[]"
010130.KO,Korea Zinc Company Ltd. ,South Korea,Diversified Metals and Mining,7418,8127,20,20908600,KRW,"[]"
9766.TSE,Konami Group Corporation ,Japan,Interactive Home Entertainment,7117,2179,136,135559008,JPY,"[consumer-50]"
010950.KO,S-Oil Corporation ,South Korea,Oil and Gas Refining and Marketing,6730,29318,116,112583000,KRW,"[]"
7912.TSE,Dai Nippon Printing Co. Ltd. ,Japan,Commercial Printing,6723,9571,255,252898000,JPY,"[]"
6586.TSE,Makita Corporation ,Japan,Industrial Machinery and Supplies and Components,6711,5214,269,269008992,JPY,"[]"
5019.TSE,Idemitsu Kosan Co.Ltd. ,Japan,Oil and Gas Refining and Marketing,6709,62735,283,283300000,JPY,"[]"
4739.TSE,ITOCHU Techno-Solutions Corporation ,Japan,IT Consulting and Other Services,6671,4057,231,231075008,JPY,"[]"
7211.TSE,Mitsubishi Motors Corporation ,Japan,Automobile Manufacturers,6671,17742,1487,1488329984,JPY,"[]"
6479.TSE,MINEBEA MITSUMI Inc. ,Japan,Industrial Machinery and Supplies and Components,6641,9223,408,407563008,JPY,"[]"
024110.KO,Industrial Bank of Korea ,South Korea,Diversified Banks,6597,6751,797,797425984,KRW,"[]"
6305.TSE,Hitachi Construction Machinery Co. Ltd. ,Japan,Construction Machinery and Heavy Transportation Equipment,6516,9212,213,212648992,JPY,"[]"
5876.TW,The Shanghai Commercial & Savings Bank Ltd. ,Taiwan,Diversified Banks,6515,1421,4850,4850229760,TWD,"[]"
1802.TSE,Obayashi Corporation ,Japan,Construction and Engineering,6412,14255,717,716947968,JPY,"[]"
8069.TWO,E Ink Holdings Inc. ,Taiwan,Electronic Components,6357,998,1140,1140400000,TWD,"[tech-100]"
4938.TW,Pegatron Corporation ,Taiwan,Technology Hardware Storage and Peripherals,6339,42021,2665,2664580096,TWD,"[]"
6488.TWO,GlobalWafers Co. Ltd. ,Taiwan,Semiconductor Materials and Equipment,6142,2341,436,435236992,TWD,"[tech-100,semiconductors-25]"
8473.TSE,SBI Holdings Inc. ,Japan,Investment Banking and Brokerage,6022,7392,274,272683008,JPY,"[]"
9064.TSE,Yamato Holdings Co. Ltd. ,Japan,Air Freight and Logistics,5938,12427,359,353916000,JPY,"[]"
034730.KO,SK Inc. ,South Korea,Industrial Conglomerates,5853,103694,54,55201900,KRW,"[]"
2801.TW,Chang Hwa Commercial Bank Ltd. ,Taiwan,Diversified Banks,5817,1107,10858,10858300416,TWD,"[]"
9009.TSE,Keisei Electric Railway Co. Ltd. ,Japan,Rail Transportation,5815,1833,168,167483008,JPY,"[]"
009540.KO,Korea Shipbuilding & Offshore Engineering Co. Ltd. ,South Korea,Construction Machinery and Heavy Transportation Equipment,5793,14807,71,70714600,KRW,"[]"
9910.TW,Feng Tay Enterprises Co. Ltd. ,Taiwan,Footwear,5612,2852,988,987483008,TWD,"[consumer-50]"
4185.TSE,JSR Corporation ,Japan,Specialty Chemicals,5583,2771,208,207586000,JPY,"[]"
3092.TSE,ZOZO Inc. ,Japan,Apparel Retail,5562,1291,300,299856992,JPY,"[consumer-50]"
2376.TW,Giga-Byte Technology Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,5557,3406,636,634984000,TWD,"[]"
090430.KO,Amorepacific Corporation ,South Korea,Personal Care Products,5542,2948,69,58471000,KRW,"[consumer-50]"
9719.TSE,SCSK Corporation ,Japan,IT Consulting and Other Services,5495,3146,313,312417984,JPY,"[]"
8952.TSE,Japan Real Estate Investment Corporation ,Japan,Office REITs,5487,562,1,1385210,JPY,"[]"
2356.TW,Inventec Corporation ,Taiwan,Technology Hardware Storage and Peripherals,5459,16941,3588,3587480064,TWD,"[]"
9007.TSE,Odakyu Electric Railway Co. Ltd. ,Japan,Rail Transportation,5431,2796,363,363379008,JPY,"[]"
9041.TSE,Kintetsu Group Holdings Co.Ltd. ,Japan,Rail Transportation,5424,12265,190,190180000,JPY,"[]"
9001.TSE,Tobu Railway Co. Ltd. ,Japan,Rail Transportation,5353,4379,207,206716000,JPY,"[]"
8331.TSE,The Chiba Bank Ltd. ,Japan,Regional Banks,5353,1655,725,724579968,JPY,"[]"
5406.TSE,Kobe Steel Ltd. ,Japan,Steel,5353,17487,395,394913984,JPY,"[]"
